SITE,PLOT,TRT,TRT2,SPP,REP,DATE,SAMP,Ht,FBD,BD,Mortality,Notes
ITEXJ,15,OTC,NORMAL,GREAUS,153G,13/04/2013,6,98.44,3.12,2.52,0,
ITEXJ,15,OTC,COMP,GREAUS,153GC,15/05/2010,0,41.2,1,0.8,0,
ITEXJ,15,OTC,COMP,GREAUS,153GC,22/11/2010,1,42.53,1.34,1.18,0,
ITEXJ,15,OTC,COMP,GREAUS,153GC,25/04/2011,2,44.54,1.39,1.11,0,
ITEXJ,15,OTC,COMP,GREAUS,153GC,30/10/2011,3,NA,NA,NA,1,
ITEXJ,15,OTC,COMP,GREAUS,153GC,8/05/2012,4,NA,NA,NA,1,
ITEXJ,15,OTC,COMP,GREAUS,153GC,5/11/2012,5,NA,NA,NA,1,
ITEXJ,15,OTC,COMP,GREAUS,153GC,13/04/2013,6,NA,NA,NA,1,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,15/05/2010,0,NA,NA,NA,0,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,22/11/2010,1,69.61,0.84,1.15,0,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,25/04/2011,2,NA,NA,NA,1,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,30/10/2011,3,NA,NA,NA,1,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,8/05/2012,4,NA,NA,NA,1,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,5/11/2012,5,NA,NA,NA,1,
ITEXJ,15,OTC,NORMAL,PHESQU,153PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,15/05/2010,0,NA,NA,NA,0,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,22/11/2010,1,95.34,3.22,2.48,0,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,25/04/2011,2,133.71,3.39,3.45,0,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,30/10/2011,3,121.8,3.59,3.45,0,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,8/05/2012,4,162.46,5.91,4.66,0,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,5/11/2012,5,160.08,4.3,4.52,0,
ITEXJ,15,OTC,NORMAL,PROCUN,153PR,13/04/2013,6,203.59,6.9,5.86,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,15/05/2010,0,57,1.2,1.1,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,22/11/2010,1,56.76,1.22,1.32,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,25/04/2011,2,79.43,1.3,1.3,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,30/10/2011,3,77.38,1.59,1.5,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,8/05/2012,4,94.76,2.05,2.05,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,5/11/2012,5,93.81,1.47,0.78,0,
ITEXJ,15,OTC,NORMAL,ASTTRY,154A,13/04/2013,6,100.31,1.17,0.73,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,15/05/2010,0,54.6,1.7,1.6,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,22/11/2010,1,53.39,1.68,1.63,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,25/04/2011,2,80.04,2.35,1.98,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,30/10/2011,3,80.34,2.35,2.17,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,8/05/2012,4,88.92,1.87,2.32,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,5/11/2012,5,86.98,2.52,1.91,0,
ITEXJ,15,OTC,NORMAL,GREAUS,154G,13/04/2013,6,95.36,2.66,2.01,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,15/05/2010,0,68.2,2,2,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,22/11/2010,1,66.11,2.3,2.11,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,25/04/2011,2,103.93,3.13,2.59,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,30/10/2011,3,105.38,2.67,2.72,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,8/05/2012,4,140.5,4.02,3.42,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,5/11/2012,5,143.74,3.36,3.48,0,
ITEXJ,15,OTC,COMP,GREAUS,154GC,13/04/2013,6,148.41,4.72,4.16,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,15/05/2010,0,70.7,1.6,1.5,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,22/11/2010,1,73.01,1.84,1.58,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,25/04/2011,2,88.12,2.05,1.9,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,30/10/2011,3,79.6,1.9,2.02,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,8/05/2012,4,111.33,2.47,2.3,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,5/11/2012,5,108.15,2.12,1.69,0,
ITEXJ,15,OTC,NORMAL,PHESQU,154PH,13/04/2013,6,123.82,2.52,1.65,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,15/05/2010,0,75.4,3,2.4,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,22/11/2010,1,68.93,3.05,2.97,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,25/04/2011,2,107.87,4.79,4.64,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,30/10/2011,3,115.1,5.21,4.33,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,8/05/2012,4,194.34,7.87,7.74,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,5/11/2012,5,220.52,7.6,6.67,0,
ITEXJ,15,OTC,NORMAL,PROCUN,154PR,13/04/2013,6,289.87,13.02,9.11,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,15/05/2010,0,76.5,2.3,2.4,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,22/11/2010,1,72.98,2.24,2.68,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,25/04/2011,2,84.22,3.05,3.12,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,30/10/2011,3,83.48,3.02,3.56,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,8/05/2012,4,119.29,4.2,4.4,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,5/11/2012,5,123.6,3.51,4.03,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,161A,13/04/2013,6,138.65,4.3,4.15,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,15/05/2010,0,33.7,1.1,1.2,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,22/11/2010,1,39.15,1.04,0.75,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,25/04/2011,2,47.89,1.28,1.65,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,30/10/2011,3,47.69,1.27,1.31,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,8/05/2012,4,58.07,1.38,1.37,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,5/11/2012,5,59.86,0.89,1.16,0,
ITEXJ,16,CTL,NORMAL,GREAUS,161G,13/04/2013,6,59.06,1.88,1.23,0,
ITEXJ,16,CTL,COMP,GREAUS,161GC,15/05/2010,0,54.3,1.8,1.6,0,
ITEXJ,16,CTL,COMP,GREAUS,161GC,22/11/2010,1,56.25,1.84,1.6,0,
ITEXJ,16,CTL,COMP,GREAUS,161GC,25/04/2011,2,50.37,2.33,1.53,0,
ITEXJ,16,CTL,COMP,GREAUS,161GC,30/10/2011,3,48.73,1.52,1.6,0,
ITEXJ,16,CTL,COMP,GREAUS,161GC,8/05/2012,4,50.78,1.76,1.57,0,
ITEXJ,16,CTL,COMP,GREAUS,161GC,5/11/2012,5,55.14,1.34,0.91,0,includes peg16/ sick
ITEXJ,16,CTL,COMP,GREAUS,161GC,13/04/2013,6,NA,NA,NA,1,includes peg16/ sick
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,15/05/2010,0,45.8,1.3,1.4,0,
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,22/11/2010,1,50.29,1.41,1.35,0,
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,25/04/2011,2,69.64,2.11,1.74,0,
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,30/10/2011,3,68.69,1.91,1.58,0,
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,8/05/2012,4,NA,NA,NA,1,
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,5/11/2012,5,NA,NA,NA,1,
ITEXJ,16,CTL,NORMAL,PHESQU,161PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,15/05/2010,0,87.7,2.8,2.4,0,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,22/11/2010,1,87.05,2.88,2.71,0,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,25/04/2011,2,98.71,4.33,3.98,0,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,30/10/2011,3,81.65,4.51,4.57,0,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,8/05/2012,4,88.27,5.53,5.63,0,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,5/11/2012,5,100.4,6.1,5.14,0,
ITEXJ,16,CTL,NORMAL,PROCUN,161PR,13/04/2013,6,107.71,6.13,5.23,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,15/05/2010,0,67.2,1.7,1.6,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,22/11/2010,1,69.56,1.62,1.61,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,25/04/2011,2,79.82,2,2.22,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,30/10/2011,3,78.13,2.53,2.54,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,8/05/2012,4,85.42,2.99,2.59,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,5/11/2012,5,89.94,2.33,1.32,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,162A,13/04/2013,6,92.38,3.36,2.78,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,15/05/2010,0,48.7,1.4,1.3,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,22/11/2010,1,47.55,1.56,1.38,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,25/04/2011,2,65.44,2.21,2.1,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,30/10/2011,3,59.2,2.15,2.05,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,8/05/2012,4,65.27,2.49,2.36,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,5/11/2012,5,65.84,2.08,2,0,
ITEXJ,16,CTL,NORMAL,GREAUS,162G,13/04/2013,6,66.74,2.11,1.99,0,
ITEXJ,16,CTL,COMP,GREAUS,162GC,15/05/2010,0,36.4,0.8,0.9,0,
ITEXJ,16,CTL,COMP,GREAUS,162GC,22/11/2010,1,28.45,0.52,0.67,0,
ITEXJ,16,CTL,COMP,GREAUS,162GC,25/04/2011,2,35.47,0.95,0.85,0,
ITEXJ,16,CTL,COMP,GREAUS,162GC,30/10/2011,3,38.5,0.79,1.07,0,
ITEXJ,16,CTL,COMP,GREAUS,162GC,8/05/2012,4,NA,NA,NA,1,
ITEXJ,16,CTL,COMP,GREAUS,162GC,5/11/2012,5,NA,NA,NA,1,
ITEXJ,16,CTL,COMP,GREAUS,162GC,13/04/2013,6,NA,NA,NA,1,
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,15/05/2010,0,36.1,1.1,1.1,0,
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,22/11/2010,1,37.55,1.13,1.18,0,
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,25/04/2011,2,44.48,1.46,1.54,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,30/10/2011,3,33.93,1.49,1.42,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,8/05/2012,4,NA,NA,NA,1,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,5/11/2012,5,NA,NA,NA,1,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,PHESQU,162PH,13/04/2013,6,NA,NA,NA,1,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,15/05/2010,0,56.5,2.2,1.7,0,
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,22/11/2010,1,63.04,2.11,1.92,0,
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,25/04/2011,2,118.56,3.9,3.34,0,
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,30/10/2011,3,117.74,3.65,3.55,0,
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,8/05/2012,4,135.41,6.4,4.39,0,
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,5/11/2012,5,140.35,4.49,3.81,0,
ITEXJ,16,CTL,NORMAL,PROCUN,162PR,13/04/2013,6,179.68,6.71,4.4,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,15/05/2010,0,30,1.2,0.8,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,22/11/2010,1,33.89,1.27,0.89,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,25/04/2011,2,62.38,1.52,1.18,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,30/10/2011,3,61.59,1.22,1.12,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,8/05/2012,4,72.75,1.63,1.44,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,5/11/2012,5,73.81,1.08,1.14,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,163A,13/04/2013,6,86.43,2.25,1.39,0,
ITEXJ,16,CTL,NORMAL,GREAUS,163G,15/05/2010,0,64.6,1.4,1.3,0,
ITEXJ,16,CTL,NORMAL,GREAUS,163G,22/11/2010,1,63.15,1.21,1.31,0,
ITEXJ,16,CTL,NORMAL,GREAUS,163G,25/04/2011,2,77.84,1.82,2,0,
ITEXJ,16,CTL,NORMAL,GREAUS,163G,30/10/2011,3,69.69,1.91,2.06,0,
ITEXJ,16,CTL,NORMAL,GREAUS,163G,8/05/2012,4,65.32,2.67,2.06,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,163G,5/11/2012,5,70.32,2.02,1.77,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,163G,13/04/2013,6,69.37,1.86,1.7,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,COMP,GREAUS,163GC,15/05/2010,0,69.5,2.1,1.3,0,
ITEXJ,16,CTL,COMP,GREAUS,163GC,22/11/2010,1,72.53,1.69,1.3,0,
ITEXJ,16,CTL,COMP,GREAUS,163GC,25/04/2011,2,74.54,1.77,1.47,0,
ITEXJ,16,CTL,COMP,GREAUS,163GC,30/10/2011,3,71.19,1.74,1.46,0,
ITEXJ,16,CTL,COMP,GREAUS,163GC,8/05/2012,4,76.27,2.52,1.94,0,
ITEXJ,16,CTL,COMP,GREAUS,163GC,5/11/2012,5,88.08,1.22,0.9,0,
ITEXJ,16,CTL,COMP,GREAUS,163GC,13/04/2013,6,106.88,2.57,1.98,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,15/05/2010,0,27.3,0.7,0.8,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,22/11/2010,1,38.47,0.8,0.5,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,25/04/2011,2,55.91,1.23,0.99,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,30/10/2011,3,55.18,1.26,0.95,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,8/05/2012,4,68.25,1.13,0.91,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,5/11/2012,5,74.97,1.06,0.43,0,
ITEXJ,16,CTL,NORMAL,PHESQU,163PH,13/04/2013,6,79.38,1.22,0.79,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,15/05/2010,0,79.1,2.4,2.1,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,22/11/2010,1,80.34,2.66,2.2,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,25/04/2011,2,80.22,4,3.72,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,30/10/2011,3,82.01,4.47,3.87,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,8/05/2012,4,96.51,5.34,4.95,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,5/11/2012,5,101.63,5.48,4.09,0,
ITEXJ,16,CTL,NORMAL,PROCUN,163PR,13/04/2013,6,118.94,6.16,4.56,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,15/05/2010,0,40.5,1.2,1.4,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,22/11/2010,1,42.15,1.47,1.61,0,
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,25/04/2011,2,66.57,2.03,1.94,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,30/10/2011,3,69.24,2.4,2.23,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,8/05/2012,4,90.86,2.95,2.51,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,5/11/2012,5,88.04,2.36,1.36,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,ASTTRY,164A,13/04/2013,6,88.5,3.39,1.93,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,164G,15/05/2010,0,96.6,1.8,1.9,0,
ITEXJ,16,CTL,NORMAL,GREAUS,164G,22/11/2010,1,103.47,2.02,1.75,0,
ITEXJ,16,CTL,NORMAL,GREAUS,164G,25/04/2011,2,104.52,2.77,2.28,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,164G,30/10/2011,3,102.44,2.59,2.42,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,164G,8/05/2012,4,81.3,2.8,2.54,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,164G,5/11/2012,5,73.87,2.73,2.12,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,NORMAL,GREAUS,164G,13/04/2013,6,81.96,3,2.53,0,NEAR POA TUSSOCK
ITEXJ,16,CTL,COMP,GREAUS,164GC,15/05/2010,0,74.7,2,1.7,0,
ITEXJ,16,CTL,COMP,GREAUS,164GC,22/11/2010,1,76.57,2.13,1.64,0,
ITEXJ,16,CTL,COMP,GREAUS,164GC,25/04/2011,2,81.91,2.58,2.01,0,
ITEXJ,16,CTL,COMP,GREAUS,164GC,30/10/2011,3,76.23,2.24,2.25,0,
ITEXJ,16,CTL,COMP,GREAUS,164GC,8/05/2012,4,75,2.56,2.25,0,
ITEXJ,16,CTL,COMP,GREAUS,164GC,5/11/2012,5,83.09,2.67,1.63,0,
ITEXJ,16,CTL,COMP,GREAUS,164GC,13/04/2013,6,76.56,2.64,2.42,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,15/05/2010,0,65,1.8,1.7,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,22/11/2010,1,67.77,1.91,1.96,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,25/04/2011,2,74.61,2.82,2.68,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,30/10/2011,3,71.24,2.44,2.42,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,8/05/2012,4,53.49,2.75,2.88,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,5/11/2012,5,62.93,2.57,1.9,0,
ITEXJ,16,CTL,NORMAL,PHESQU,164PH,13/04/2013,6,61.5,3.12,2.28,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,15/05/2010,0,73.5,2.1,2.2,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,22/11/2010,1,70.84,2.29,3,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,25/04/2011,2,73.1,3.32,3.8,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,30/10/2011,3,76.67,4.34,3.53,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,8/05/2012,4,94.88,5.36,5.17,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,5/11/2012,5,99.87,5.25,3.88,0,
ITEXJ,16,CTL,NORMAL,PROCUN,164PR,13/04/2013,6,98.57,5.09,4.7,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,15/05/2010,0,27.1,1,0.9,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,22/11/2010,1,34.77,1,0.73,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,25/04/2011,2,59.7,1.16,1.07,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,30/10/2011,3,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,ASTTRY,171A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,15/05/2010,0,29.1,1.1,0.8,0,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,22/11/2010,1,37.75,0.93,0.7,0,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,25/04/2011,2,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,30/10/2011,3,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,8/05/2012,4,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,5/11/2012,5,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,GREAUS,171G,13/04/2013,6,NA,NA,NA,1,
ITEXJ,17,OTC,COMP,GREAUS,171GC,15/05/2010,0,51.4,1.4,1.4,0,
ITEXJ,17,OTC,COMP,GREAUS,171GC,22/11/2010,1,48.23,1.58,1.54,0,
ITEXJ,17,OTC,COMP,GREAUS,171GC,25/04/2011,2,62.2,1.58,1.87,0,
ITEXJ,17,OTC,COMP,GREAUS,171GC,30/10/2011,3,58.25,1.53,1.92,0,
ITEXJ,17,OTC,COMP,GREAUS,171GC,8/05/2012,4,105.9,2.53,2.53,0,
ITEXJ,17,OTC,COMP,GREAUS,171GC,5/11/2012,5,106.77,2.19,1.74,0,NW corner
ITEXJ,17,OTC,COMP,GREAUS,171GC,13/04/2013,6,118.17,3.13,3.34,0,NW corner
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,15/05/2010,0,40.5,1.3,1.1,0,
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,22/11/2010,1,41.92,1.39,1.15,0,
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,25/04/2011,2,81.92,1.72,1.57,0,
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,30/10/2011,3,81.03,1.82,1.71,0,
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,8/05/2012,4,99.06,2.44,2.02,0,
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,5/11/2012,5,102.08,2.05,1.42,0,
ITEXJ,17,OTC,NORMAL,PHESQU,171PH,13/04/2013,6,105.71,2.7,1.93,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,15/05/2010,0,77.3,2.5,2.6,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,22/11/2010,1,84.89,2.71,2.56,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,25/04/2011,2,140.92,5.02,4.87,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,30/10/2011,3,155.72,5.32,5.3,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,8/05/2012,4,222.53,9.11,8.97,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,5/11/2012,5,224.96,9.04,9.51,0,
ITEXJ,17,OTC,NORMAL,PROCUN,171PR,13/04/2013,6,309,12.84,11.72,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,15/05/2010,0,73.1,1.8,1.8,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,22/11/2010,1,75.85,2,1.99,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,25/04/2011,2,129.28,2.91,2.45,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,30/10/2011,3,128.49,3.02,2.87,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,8/05/2012,4,185.33,3.91,3.64,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,5/11/2012,5,178.25,3.55,2.74,0,
ITEXJ,17,OTC,NORMAL,ASTTRY,172A,13/04/2013,6,189.24,4.18,3.36,0,
ITEXJ,17,OTC,NORMAL,GREAUS,172G,15/05/2010,0,31.3,0.9,1,0,
ITEXJ,17,OTC,NORMAL,GREAUS,172G,22/11/2010,1,37.6,1.1,1.19,0,
ITEXJ,17,OTC,NORMAL,GREAUS,172G,25/04/2011,2,79.33,1.77,1.99,0,NEAR CAREX
ITEXJ,17,OTC,NORMAL,GREAUS,172G,30/10/2011,3,79.42,2,2.42,0,NEAR CAREX
ITEXJ,17,OTC,NORMAL,GREAUS,172G,8/05/2012,4,79.73,2.77,2.82,0,NEAR CAREX
ITEXJ,17,OTC,NORMAL,GREAUS,172G,5/11/2012,5,81.64,2.67,2.46,0,NEAR CAREX
ITEXJ,17,OTC,NORMAL,GREAUS,172G,13/04/2013,6,80.91,2.98,3.1,0,NEAR CAREX
ITEXJ,17,OTC,COMP,GREAUS,172GC,15/05/2010,0,43,0.7,0.8,0,
ITEXJ,17,OTC,COMP,GREAUS,172GC,22/11/2010,1,48.36,0.85,0.85,0,
ITEXJ,17,OTC,COMP,GREAUS,172GC,25/04/2011,2,58.51,0.69,1.07,0,
ITEXJ,17,OTC,COMP,GREAUS,172GC,30/10/2011,3,50.79,0.85,1.3,0,
ITEXJ,17,OTC,COMP,GREAUS,172GC,8/05/2012,4,64.75,0.91,1.19,0,
ITEXJ,17,OTC,COMP,GREAUS,172GC,5/11/2012,5,66.75,0.36,0.59,0,
ITEXJ,17,OTC,COMP,GREAUS,172GC,13/04/2013,6,NA,NA,NA,1,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,15/05/2010,0,44.5,1.1,1.2,0,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,22/11/2010,1,46.88,1.27,1.44,0,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,25/04/2011,2,75.52,2.25,1.95,0,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,30/10/2011,3,70.55,2.18,2.44,0,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,8/05/2012,4,86.89,2.98,2.82,0,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,5/11/2012,5,94.38,2.87,2.29,0,
ITEXJ,17,OTC,NORMAL,PHESQU,172PH,13/04/2013,6,99.63,3.23,2.29,0,
ITEXJ,17,OTC,NORMAL,PROCUN,172PR,15/05/2010,0,62.8,2.7,2.5,0,
ITEXJ,17,OTC,NORMAL,PROCUN,172PR,22/11/2010,1,64.3,2.88,2.69,0,
ITEXJ,17,OTC,NORMAL,PROCUN,172PR,25/04/2011,2,97.16,4.38,4.22,0,
